990137	992959	990969	993756	2823	2788	82.11	7602691	7873532	0.04	0.04	1	1	gd10_1	gz15_1
995307	1006936	996109	1007731	11630	11623	91.72	7602691	7873532	0.15	0.15	1	1	gd10_1	gz15_1
1007123	1018005	1007916	1018791	10883	10876	90.72	7602691	7873532	0.14	0.14	1	1	gd10_1	gz15_1
1018296	1022656	1019115	1023476	4361	4362	91.82	7602691	7873532	0.06	0.06	1	1	gd10_1	gz15_1
1023508	1025393	1024312	1026197	1886	1886	85.90	7602691	7873532	0.02	0.02	1	1	gd10_1	gz15_1
1032061	1052009	1031535	1051465	19949	19931	90.58	7602691	7873532	0.26	0.25	1	1	gd10_1	gz15_1
1053042	1057597	1052515	1057059	4556	4545	94.01	7602691	7873532	0.06	0.06	1	1	gd10_1	gz15_1
1057941	1066197	1057358	1065610	8257	8253	91.02	7602691	7873532	0.11	0.10	1	1	gd10_1	gz15_1
1067429	1072224	1067038	1071788	4796	4751	88.79	7602691	7873532	0.06	0.06	1	1	gd10_1	gz15_1
1072369	1074780	1071949	1074349	2412	2401	91.11	7602691	7873532	0.03	0.03	1	1	gd10_1	gz15_1
1074947	1090678	1074503	1090149	15732	15647	90.10	7602691	7873532	0.21	0.20	1	1	gd10_1	gz15_1
1090970	1097907	1090443	1097390	6938	6948	92.57	7602691	7873532	0.09	0.09	1	1	gd10_1	gz15_1
1100207	1117427	1117182	1100075	17221	17108	91.59	7602691	7873532	0.23	0.22	1	-1	gd10_1	gz15_1
1119171	1120558	1118881	1120256	1388	1376	87.27	7602691	7873532	0.02	0.02	1	1	gd10_1	gz15_1
1121077	1123853	1120648	1123394	2777	2747	88.72	7602691	7873532	0.04	0.03	1	1	gd10_1	gz15_1
1124149	1128709	1123642	1128237	4561	4596	88.76	7602691	7873532	0.06	0.06	1	1	gd10_1	gz15_1
1129686	1131706	1129075	1131093	2021	2019	88.67	7602691	7873532	0.03	0.03	1	1	gd10_1	gz15_1
1138818	1142401	1139522	1143100	3584	3579	88.64	7602691	7873532	0.05	0.05	1	1	gd10_1	gz15_1
1144196	1149944	1144982	1150739	5749	5758	86.54	7602691	7873532	0.08	0.07	1	1	gd10_1	gz15_1
1149939	1177154	1150798	1177876	27216	27079	90.74	7602691	7873532	0.36	0.34	1	1	gd10_1	gz15_1
1177582	1182071	1178286	1182726	4490	4441	83.80	7602691	7873532	0.06	0.06	1	1	gd10_1	gz15_1
1182318	1217039	1221231	1186566	34722	34666	93.93	7602691	7873532	0.46	0.44	1	-1	gd10_1	gz15_1
1217325	1220240	1186250	1183315	2916	2936	91.10	7602691	7873532	0.04	0.04	1	-1	gd10_1	gz15_1
1223233	1234419	1294968	1283809	11187	11160	91.10	7602691	7873532	0.15	0.14	1	-1	gd10_1	gz15_1
1236387	1240856	1281813	1277323	4470	4491	86.93	7602691	7873532	0.06	0.06	1	-1	gd10_1	gz15_1
1241069	1255464	1277075	1262663	14396	14413	93.24	7602691	7873532	0.19	0.18	1	-1	gd10_1	gz15_1
1256597	1262751	1261557	1255401	6155	6157	90.51	7602691	7873532	0.08	0.08	1	-1	gd10_1	gz15_1
1263037	1265804	1255108	1252345	2768	2764	91.56	7602691	7873532	0.04	0.04	1	-1	gd10_1	gz15_1
1266187	1268127	1252022	1250078	1941	1945	87.83	7602691	7873532	0.03	0.02	1	-1	gd10_1	gz15_1
1268301	1273431	1249890	1244755	5131	5136	90.07	7602691	7873532	0.07	0.07	1	-1	gd10_1	gz15_1
1273883	1276018	1244299	1242165	2136	2135	91.36	7602691	7873532	0.03	0.03	1	-1	gd10_1	gz15_1
1276449	1296493	1241727	1221671	20045	20057	90.59	7602691	7873532	0.26	0.25	1	-1	gd10_1	gz15_1
1296699	1302731	1295219	1301273	6033	6055	89.46	7602691	7873532	0.08	0.08	1	1	gd10_1	gz15_1
1304415	1307237	1308990	1311817	2823	2828	85.66	7602691	7873532	0.04	0.04	1	1	gd10_1	gz15_1
1307458	1309913	1311842	1314288	2456	2447	91.16	7602691	7873532	0.03	0.03	1	1	gd10_1	gz15_1
1310769	1337464	1314929	1341568	26696	26640	91.99	7602691	7873532	0.35	0.34	1	1	gd10_1	gz15_1
1337654	1340572	1341548	1344457	2919	2910	86.62	7602691	7873532	0.04	0.04	1	1	gd10_1	gz15_1
1340935	1355201	1344799	1359040	14267	14242	90.31	7602691	7873532	0.19	0.18	1	1	gd10_1	gz15_1
1355591	1358392	1359401	1362205	2802	2805	91.71	7602691	7873532	0.04	0.04	1	1	gd10_1	gz15_1
1358843	1379046	1362693	1382911	20204	20219	93.15	7602691	7873532	0.27	0.26	1	1	gd10_1	gz15_1
1380288	1402501	1384211	1406361	22214	22151	91.32	7602691	7873532	0.29	0.28	1	1	gd10_1	gz15_1
1402863	1411393	1406373	1414925	8531	8553	89.41	7602691	7873532	0.11	0.11	1	1	gd10_1	gz15_1
1411635	1413616	1414937	1416902	1982	1966	87.31	7602691	7873532	0.03	0.02	1	1	gd10_1	gz15_1
1413897	1420317	1417218	1423574	6421	6357	89.74	7602691	7873532	0.08	0.08	1	1	gd10_1	gz15_1
1420663	1422544	1423567	1425449	1882	1883	89.55	7602691	7873532	0.02	0.02	1	1	gd10_1	gz15_1
1422843	1447780	1425746	1450632	24938	24887	94.96	7602691	7873532	0.33	0.32	1	1	gd10_1	gz15_1
1450206	1462452	1452947	1465210	12247	12264	95.28	7602691	7873532	0.16	0.16	1	1	gd10_1	gz15_1
1463042	1464611	1465839	1467414	1570	1576	86.95	7602691	7873532	0.02	0.02	1	1	gd10_1	gz15_1
1465852	1477146	1468631	1479925	11295	11295	95.01	7602691	7873532	0.15	0.14	1	1	gd10_1	gz15_1
1479587	1481073	1482294	1483776	1487	1483	85.85	7602691	7873532	0.02	0.02	1	1	gd10_1	gz15_1
1481303	1488199	1484016	1490929	6897	6914	91.06	7602691	7873532	0.09	0.09	1	1	gd10_1	gz15_1
1488626	1498963	1504982	1494656	10338	10327	93.78	7602691	7873532	0.14	0.13	1	-1	gd10_1	gz15_1
1498182	1502183	1495542	1491537	4002	4006	93.13	7602691	7873532	0.05	0.05	1	-1	gd10_1	gz15_1
1502624	1510037	1505247	1512680	7414	7434	91.92	7602691	7873532	0.10	0.09	1	1	gd10_1	gz15_1
1510698	1513483	1513335	1516093	2786	2759	82.28	7602691	7873532	0.04	0.04	1	1	gd10_1	gz15_1
1515032	1516748	1517661	1519377	1717	1717	84.55	7602691	7873532	0.02	0.02	1	1	gd10_1	gz15_1
1517197	1530458	1519821	1533067	13262	13247	89.46	7602691	7873532	0.17	0.17	1	1	gd10_1	gz15_1
1530615	1531952	1533228	1534565	1338	1338	91.41	7602691	7873532	0.02	0.02	1	1	gd10_1	gz15_1
1536485	1542696	1539061	1545248	6212	6188	90.86	7602691	7873532	0.08	0.08	1	1	gd10_1	gz15_1
1543784	1547166	1546364	1549723	3383	3360	92.10	7602691	7873532	0.04	0.04	1	1	gd10_1	gz15_1
1547303	1550759	1549864	1553317	3457	3454	88.83	7602691	7873532	0.05	0.04	1	1	gd10_1	gz15_1
1554578	1561186	1556968	1563502	6609	6535	87.80	7602691	7873532	0.09	0.08	1	1	gd10_1	gz15_1
1561327	1582124	1563721	1584617	20798	20897	90.63	7602691	7873532	0.27	0.27	1	1	gd10_1	gz15_1
1582224	1584086	1591918	1590045	1863	1874	83.25	7602691	7873532	0.02	0.02	1	-1	gd10_1	gz15_1
1584808	1588684	1596358	1600241	3877	3884	92.35	7602691	7873532	0.05	0.05	1	1	gd10_1	gz15_1
1594686	1596110	1626858	1625433	1425	1426	85.19	7602691	7873532	0.02	0.02	1	-1	gd10_1	gz15_1
1596340	1597885	1625214	1623662	1546	1553	86.50	7602691	7873532	0.02	0.02	1	-1	gd10_1	gz15_1
1598333	1609488	1623199	1612039	11156	11161	93.08	7602691	7873532	0.15	0.14	1	-1	gd10_1	gz15_1
1609490	1614965	1611850	1606377	5476	5474	92.43	7602691	7873532	0.07	0.07	1	-1	gd10_1	gz15_1
1616803	1617985	1628780	1629963	1183	1184	91.47	7602691	7873532	0.02	0.02	1	1	gd10_1	gz15_1
1620068	1624300	1639198	1643402	4233	4205	87.35	7602691	7873532	0.06	0.05	1	1	gd10_1	gz15_1
1624298	1625573	1644888	1646114	1276	1227	84.74	7602691	7873532	0.02	0.02	1	1	gd10_1	gz15_1
1626482	1633259	1646863	1653665	6778	6803	89.47	7602691	7873532	0.09	0.09	1	1	gd10_1	gz15_1
1636570	1645469	1680229	1689143	8900	8915	91.90	7602691	7873532	0.12	0.11	1	1	gd10_1	gz15_1
1645675	1646700	1689324	1690370	1026	1047	89.05	7602691	7873532	0.01	0.01	1	1	gd10_1	gz15_1
1646828	1648722	1690372	1692265	1895	1894	88.75	7602691	7873532	0.02	0.02	1	1	gd10_1	gz15_1
1649343	1656897	1692850	1700472	7555	7623	91.16	7602691	7873532	0.10	0.10	1	1	gd10_1	gz15_1
1657155	1666487	1700469	1709791	9333	9323	90.79	7602691	7873532	0.12	0.12	1	1	gd10_1	gz15_1
1668809	1675801	1711696	1718701	6993	7006	90.36	7602691	7873532	0.09	0.09	1	1	gd10_1	gz15_1
1676589	1678741	1098715	1096560	2153	2156	90.31	7602691	5204641	0.03	0.04	1	-1	gd10_1	gz15_5
1676604	1679076	5031992	5034458	2473	2467	87.87	7602691	7873532	0.03	0.03	1	1	gd10_1	gz15_1
1678882	1682586	533175	529473	3705	3703	87.69	7602691	7279582	0.05	0.05	1	-1	gd10_1	gz15_2
1683048	1687356	1719163	1723482	4309	4320	89.81	7602691	7873532	0.06	0.05	1	1	gd10_1	gz15_1
1697739	1700564	1736391	1739203	2826	2813	85.51	7602691	7873532	0.04	0.04	1	1	gd10_1	gz15_1
1700857	1702802	1739208	1741139	1946	1932	90.50	7602691	7873532	0.03	0.02	1	1	gd10_1	gz15_1
1706477	1711306	1741140	1745995	4830	4856	92.12	7602691	7873532	0.06	0.06	1	1	gd10_1	gz15_1
1712560	1714408	1747190	1749033	1849	1844	85.29	7602691	7873532	0.02	0.02	1	1	gd10_1	gz15_1
1714762	1718323	1749371	1752928	3562	3558	91.13	7602691	7873532	0.05	0.05	1	1	gd10_1	gz15_1
1718521	1721007	1754464	1756958	2487	2495	87.99	7602691	7873532	0.03	0.03	1	1	gd10_1	gz15_1
1721027	1722788	1757790	1759568	1762	1779	85.02	7602691	7873532	0.02	0.02	1	1	gd10_1	gz15_1
1723865	1725400	1760668	1762204	1536	1537	92.26	7602691	7873532	0.02	0.02	1	1	gd10_1	gz15_1
1725575	1726730	1762409	1763553	1156	1145	88.10	7602691	7873532	0.02	0.01	1	1	gd10_1	gz15_1
1726860	1737983	1763680	1774795	11124	11116	96.10	7602691	7873532	0.15	0.14	1	1	gd10_1	gz15_1
1738248	1747031	1775159	1783921	8784	8763	92.96	7602691	7873532	0.12	0.11	1	1	gd10_1	gz15_1
1749218	1759861	1786090	1796722	10644	10633	91.26	7602691	7873532	0.14	0.14	1	1	gd10_1	gz15_1
1764899	1766193	1798429	1799740	1295	1312	88.27	7602691	7873532	0.02	0.02	1	1	gd10_1	gz15_1
1766627	1773880	1800163	1807401	7254	7239	92.63	7602691	7873532	0.10	0.09	1	1	gd10_1	gz15_1
1773883	1779609	1807560	1813282	5727	5723	92.42	7602691	7873532	0.08	0.07	1	1	gd10_1	gz15_1
1779646	1792934	1819230	1832482	13289	13253	91.11	7602691	7873532	0.17	0.17	1	1	gd10_1	gz15_1
1793050	1795240	1832606	1834787	2191	2182	87.96	7602691	7873532	0.03	0.03	1	1	gd10_1	gz15_1
1795305	1806870	1834953	1846496	11566	11544	94.18	7602691	7873532	0.15	0.15	1	1	gd10_1	gz15_1
1807023	1809090	1846666	1848743	2068	2078	90.88	7602691	7873532	0.03	0.03	1	1	gd10_1	gz15_1
1821079	1822877	1858729	1860521	1799	1793	92.74	7602691	7873532	0.02	0.02	1	1	gd10_1	gz15_1
1823373	1826137	1860883	1863648	2765	2766	86.34	7602691	7873532	0.04	0.04	1	1	gd10_1	gz15_1
1826462	1829204	1864516	1867249	2743	2734	93.01	7602691	7873532	0.04	0.03	1	1	gd10_1	gz15_1
1829299	1831083	1867356	1869139	1785	1784	89.98	7602691	7873532	0.02	0.02	1	1	gd10_1	gz15_1
1834507	1847256	1872836	1885568	12750	12733	95.51	7602691	7873532	0.17	0.16	1	1	gd10_1	gz15_1
1847642	1850602	1889368	1892347	2961	2980	95.08	7602691	7873532	0.04	0.04	1	1	gd10_1	gz15_1
1852514	1886951	1894238	1928656	34438	34419	95.58	7602691	7873532	0.45	0.44	1	1	gd10_1	gz15_1
1887993	1900796	1929827	1942635	12804	12809	91.71	7602691	7873532	0.17	0.16	1	1	gd10_1	gz15_1
1901220	1919195	1943050	1960900	17976	17851	92.06	7602691	7873532	0.24	0.23	1	1	gd10_1	gz15_1
1919326	1972114	1960925	2013686	52789	52762	94.20	7602691	7873532	0.69	0.67	1	1	gd10_1	gz15_1
1972526	1986195	2014286	2027979	13670	13694	93.85	7602691	7873532	0.18	0.17	1	1	gd10_1	gz15_1
1988377	2015266	2030514	2057305	26890	26792	94.09	7602691	7873532	0.35	0.34	1	1	gd10_1	gz15_1
2015429	2048305	2057463	2090266	32877	32804	93.75	7602691	7873532	0.43	0.42	1	1	gd10_1	gz15_1
2049893	2052717	2091430	2094258	2825	2829	88.51	7602691	7873532	0.04	0.04	1	1	gd10_1	gz15_1
2053814	2096239	2095399	2137858	42426	42460	94.94	7602691	7873532	0.56	0.54	1	1	gd10_1	gz15_1
2096757	2134989	2138416	2176554	38233	38139	94.68	7602691	7873532	0.50	0.48	1	1	gd10_1	gz15_1
2135238	2139950	2176809	2181486	4713	4678	87.78	7602691	7873532	0.06	0.06	1	1	gd10_1	gz15_1
2141170	2151080	289516	299431	9911	9916	87.50	7602691	4644389	0.13	0.21	1	1	gd10_1	gz15_8
2155692	2182195	2185659	2212088	26504	26430	94.52	7602691	7873532	0.35	0.34	1	1	gd10_1	gz15_1
2182800	2202963	2212662	2232851	20164	20190	93.78	7602691	7873532	0.27	0.26	1	1	gd10_1	gz15_1
2203453	2247893	2233306	2277653	44441	44348	95.19	7602691	7873532	0.58	0.56	1	1	gd10_1	gz15_1
2248000	2306828	2277885	2336519	58829	58635	93.91	7602691	7873532	0.77	0.74	1	1	gd10_1	gz15_1
2306957	2310001	2357439	2360494	3045	3056	90.88	7602691	7873532	0.04	0.04	1	1	gd10_1	gz15_1
2310148	2312175	2360535	2362569	2028	2035	91.10	7602691	7873532	0.03	0.03	1	1	gd10_1	gz15_1
2312177	2315621	2362727	2366171	3445	3445	93.39	7602691	7873532	0.05	0.04	1	1	gd10_1	gz15_1
2315758	2322062	2366172	2372505	6305	6334	92.05	7602691	7873532	0.08	0.08	1	1	gd10_1	gz15_1
2322405	2382673	2390885	2450910	60269	60026	95.27	7602691	7873532	0.79	0.76	1	1	gd10_1	gz15_1
2382875	2412073	2451121	2480222	29199	29102	93.53	7602691	7873532	0.38	0.37	1	1	gd10_1	gz15_1
2412365	2462315	2480549	2530394	49951	49846	93.91	7602691	7873532	0.66	0.63	1	1	gd10_1	gz15_1
2468189	2469836	2537380	2539081	1648	1702	87.98	7602691	7873532	0.02	0.02	1	1	gd10_1	gz15_1
2471167	2482051	2541126	2552016	10885	10891	90.58	7602691	7873532	0.14	0.14	1	1	gd10_1	gz15_1
2483660	2497150	2553688	2567153	13491	13466	94.46	7602691	7873532	0.18	0.17	1	1	gd10_1	gz15_1
2497424	2501620	2567451	2571645	4197	4195	96.27	7602691	7873532	0.06	0.05	1	1	gd10_1	gz15_1
2501739	2536846	2571742	2606663	35108	34922	94.06	7602691	7873532	0.46	0.44	1	1	gd10_1	gz15_1
2537291	2543441	2606787	2612933	6151	6147	92.99	7602691	7873532	0.08	0.08	1	1	gd10_1	gz15_1
2544003	2552246	2613484	2621737	8244	8254	90.84	7602691	7873532	0.11	0.10	1	1	gd10_1	gz15_1
2552579	2560756	2622069	2630195	8178	8127	93.27	7602691	7873532	0.11	0.10	1	1	gd10_1	gz15_1
2560823	2563434	2630193	2632794	2612	2602	95.27	7602691	7873532	0.03	0.03	1	1	gd10_1	gz15_1
2563658	2608706	2633220	2678111	45049	44892	94.49	7602691	7873532	0.59	0.57	1	1	gd10_1	gz15_1
2608706	2629022	2678216	2698538	20317	20323	95.05	7602691	7873532	0.27	0.26	1	1	gd10_1	gz15_1
2629602	2657753	2698930	2727058	28152	28129	94.59	7602691	7873532	0.37	0.36	1	1	gd10_1	gz15_1
2658058	2686795	2727060	2755763	28738	28704	94.90	7602691	7873532	0.38	0.36	1	1	gd10_1	gz15_1
2688466	2690387	2757379	2759302	1922	1924	87.51	7602691	7873532	0.03	0.02	1	1	gd10_1	gz15_1
2690657	2693747	2760135	2763220	3091	3086	94.29	7602691	7873532	0.04	0.04	1	1	gd10_1	gz15_1
2693963	2741510	2763393	2810893	47548	47501	94.59	7602691	7873532	0.63	0.60	1	1	gd10_1	gz15_1
2741898	2744643	2811401	2814159	2746	2759	87.38	7602691	7873532	0.04	0.04	1	1	gd10_1	gz15_1
2746938	2749482	2820452	2817906	2545	2547	87.84	7602691	7873532	0.03	0.03	1	-1	gd10_1	gz15_1
2751827	2771464	2820605	2840255	19638	19651	93.15	7602691	7873532	0.26	0.25	1	1	gd10_1	gz15_1
2771562	2829235	2840255	2897783	57674	57529	94.22	7602691	7873532	0.76	0.73	1	1	gd10_1	gz15_1
2830302	2856739	2900448	2926803	26438	26356	93.49	7602691	7873532	0.35	0.33	1	1	gd10_1	gz15_1
2857308	2858407	2927691	2928772	1100	1082	90.61	7602691	7873532	0.01	0.01	1	1	gd10_1	gz15_1
2858595	2886701	2928817	2956673	28107	27857	93.07	7602691	7873532	0.37	0.35	1	1	gd10_1	gz15_1
2887243	2930484	2957207	3000533	43242	43327	93.81	7602691	7873532	0.57	0.55	1	1	gd10_1	gz15_1
2930711	2941651	3000779	3011796	10941	11018	92.71	7602691	7873532	0.14	0.14	1	1	gd10_1	gz15_1
2942706	2955766	3012243	3025146	13061	12904	92.79	7602691	7873532	0.17	0.16	1	1	gd10_1	gz15_1
2955767	2977642	3026904	3048684	21876	21781	94.06	7602691	7873532	0.29	0.28	1	1	gd10_1	gz15_1
2977958	2986258	3048686	3056940	8301	8255	95.34	7602691	7873532	0.11	0.10	1	1	gd10_1	gz15_1
2986433	3017194	3056941	3087634	30762	30694	92.42	7602691	7873532	0.40	0.39	1	1	gd10_1	gz15_1
3017250	3047787	3087949	3118535	30538	30587	93.30	7602691	7873532	0.40	0.39	1	1	gd10_1	gz15_1
3049209	3051246	3119919	3121885	2038	1967	82.71	7602691	7873532	0.03	0.02	1	1	gd10_1	gz15_1
3052355	3064622	3122815	3134980	12268	12166	91.62	7602691	7873532	0.16	0.15	1	1	gd10_1	gz15_1
3064622	3066670	3894169	3892121	2049	2049	90.89	7602691	4284232	0.03	0.05	1	-1	gd10_1	gz15_9
3066668	3080872	3134975	3149172	14205	14198	91.99	7602691	7873532	0.19	0.18	1	1	gd10_1	gz15_1
3081058	3083455	3149368	3151759	2398	2392	94.34	7602691	7873532	0.03	0.03	1	1	gd10_1	gz15_1
